"id","address","region","village","takeup_survey","age","male","delay","intensive","info_none","intensive.nondelay.peers","n.peers","agpop","educ","rice_inc","ricearea_2010","disaster_loss","insurance_repay","insurance_buy","disaster_prob","general_trust","default","info_takeup_rate","info_takeup_list","understanding","day","risk_averse","literacy","educ_good","reveal","disaster_yes","G"
11110057,"xihe2",1,"xihe",1,70,1,1,1,1,0,5,6,0,95,11.5,5,0,0,50,1,1,0,0,0.600000023841858,15,0,0,0,NA,1,0
11110058,"xihe2",1,"xihe",1,43,1,0,0,1,2,4,4,2,60,24,15,1,1,50,1,1,0,0,1,11,1,1,1,0,1,1
11110060,"xihe2",1,"xihe",0,45,1,1,1,0,0,5,5,1,50,10,10,0,0,50,1,1,0,1,0.600000023841858,15,0.399999976158142,1,0,NA,1,0
11110062,"xihe2",1,"xihe",1,43,1,1,1,0,1,3,5,2,100,62,NA,1,1,20,1,1,0,1,0.200000002980232,15,0.399999976158142,1,1,NA,1,1
11110063,"xihe2",1,"xihe",1,65,1,1,0,1,0,3,2,1,60,8,5,0,0,30,1,1,0,0,0.600000023841858,15,0,1,0,NA,1,0
11110070,"xihe2",1,"xihe",1,43,1,0,1,1,0,5,3,3,100,8.4,40,0,0,30,1,1,0,0,0.800000011920929,11,1,1,1,0,1,0
11110072,"xihe2",1,"xihe",1,47,1,0,0,1,0,3,4,2,100,9,35,1,0,50,1,1,0,0,0.200000002980232,11,0,1,1,0,1,0
11110073,"xihe2",1,"xihe",0,76,1,0,1,1,0,4,3,0,90,2.6,50,0,1,20,1,1,0,0,0,11,0,0,0,0,1,0
11110075,"xihe2",1,"xihe",1,66,1,1,1,1,1,3,8,1,100,23.6,10,0,0,30,1,1,0,0,0.600000023841858,15,0,1,0,NA,1,1
11110076,"xihe2",1,"xihe",0,46,1,1,1,0,0,4,4,1,100,40,10,0,1,20,1,1,0,1,0.600000023841858,15,0.199999988079071,1,0,NA,1,0
11110077,"xihe2",1,"xihe",1,62,1,0,1,1,1,2,3,1,100,3,NA,0,0,50,1,1,0,0,0.600000023841858,11,1,1,0,0,0,1
11110083,"xihe2",1,"xihe",1,76,1,1,1,0,1,5,6,0,100,8,NA,1,1,40,1,1,1,0,0.400000005960464,15,0,0,0,NA,0,1
11110085,"xihe2",1,"xihe",1,47,1,1,0,0,0,3,7,1,90,14,NA,0,1,50,1,1,1,0,1,15,0,1,0,NA,0,0
11110087,"xihe2",1,"xihe",0,66,1,1,1,1,1,4,2,1,30,5,NA,0,0,30,1,1,0,0,0.600000023841858,15,0,1,0,NA,0,1
11110089,"xihe2",1,"xihe",0,55,1,0,0,1,1,3,6,1,NA,27.9,20,1,1,20,1,1,0,0,1,11,0,1,0,0,1,1
11110090,"xihe2",1,"xihe",0,43,0,1,0,0,1,5,5,1,90,12.4,NA,0,0,50,0,1,1,0,0.600000023841858,15,0,1,0,NA,0,1
11110091,"xihe2",1,"xihe",0,60,1,1,1,1,1,3,12,1,90,22.7,NA,0,1,40,0,1,0,0,0.600000023841858,15,0,1,0,NA,1,1
11110092,"xihe2",1,"xihe",0,47,1,0,1,1,1,4,4,2,70,13,NA,0,1,50,0,1,0,0,0,11,0,1,1,1,0,1
11110093,"xihe2",1,"xihe",0,38,0,1,0,0,1,5,4,0,100,8,NA,0,1,20,1,1,1,0,0.200000002980232,15,0,0,0,NA,0,1
11110096,"xihe2",1,"xihe",0,58,1,1,0,1,0,4,10,0,60,10,NA,0,0,30,0,1,0,0,0.200000002980232,15,0,0,0,NA,0,0
11110097,"xihe2",1,"xihe",0,44,1,0,0,1,1,3,5,1,100,NA,NA,0,1,20,1,1,0,0,0.400000005960464,11,0,1,0,0,0,1
11110098,"xihe2",1,"xihe",1,59,1,0,1,1,2,3,5,1,100,14,NA,0,0,50,1,1,0,0,0.800000011920929,11,0,1,0,0,0,1
11110100,"xihe2",1,"xihe",1,70,1,1,1,1,2,5,4,0,60,7,10,1,1,40,1,1,0,0,0.600000023841858,15,0.199999988079071,0,0,NA,1,1
11110101,"xihe2",1,"xihe",1,46,1,0,0,1,0,5,4,2,80,11,NA,1,1,50,1,1,0,0,0.200000002980232,11,0,1,1,0,0,0
11110102,"xihe2",1,"xihe",1,61,1,0,1,1,0,3,2,1,100,7.5,30,1,1,20,1,1,0,0,0.200000002980232,11,0,1,0,0,1,0
11110104,"xihe2",1,"xihe",1,49,1,0,0,1,0,2,6,2,100,16,80,0,0,30,1,1,0,0,0.200000002980232,11,1,1,1,0,1,0
11110106,"xihe2",1,"xihe",1,64,1,1,0,0,0,3,6,0,100,20,NA,1,1,20,1,1,0,1,0.400000005960464,15,0.199999988079071,0,0,NA,1,0
11110108,"xihe2",1,"xihe",0,60,1,1,0,1,1,3,6,0,100,36,NA,0,0,50,0,1,0,0,0.600000023841858,15,0,0,0,NA,1,1
11110109,"xihe2",1,"xihe",0,39,1,1,0,1,0,5,4,2,100,27,NA,1,1,10,1,1,0,0,0.600000023841858,15,0.199999988079071,1,1,NA,1,0
11110112,"xihe2",1,"xihe",0,36,1,1,0,0,0,4,5,2,100,16,NA,1,1,50,1,1,1,0,0.800000011920929,15,0.199999988079071,1,1,NA,1,0
11110113,"xihe2",1,"xihe",0,46,1,0,0,1,0,5,4,1,100,16,NA,0,1,20,1,1,0,0,0.400000005960464,11,0,1,0,0,0,0
11110114,"xihe2",1,"xihe",0,36,0,1,1,0,0,5,6,0,100,16,NA,1,0,30,1,1,1,0,0.400000005960464,15,0,0,0,NA,1,0
11110116,"xihe2",1,"xihe",0,54,1,1,0,1,1,4,6,1,95,14,NA,0,1,20,1,1,0,0,0.600000023841858,15,0,1,0,NA,1,1
11110118,"xihe2",1,"xihe",1,35,1,1,1,1,0,4,4,2,80,10.8,NA,0,0,50,0,1,0,0,0.600000023841858,15,0.199999988079071,1,1,NA,0,0
11110165,"xihe4",1,"xihe",0,58,1,1,0,0,0,3,6,0,100,10,30,0,0,100,1,0,0,1,0.400000005960464,13,0,0,0,NA,1,0
11110166,"xihe4",1,"xihe",1,53,0,1,0,0,0,5,4,1,100,17,30,0,1,100,1,0,0,1,0.200000002980232,13,0,1,0,NA,1,0
11110167,"xihe4",1,"xihe",1,51,1,1,0,0,1,4,4,0,70,13.7,NA,0,1,0,1,0,1,0,0.200000002980232,13,0,0,0,NA,0,1
11110168,"xihe4",1,"xihe",0,70,1,0,1,1,0,5,3,1,20,2,NA,0,1,0,1,0,0,0,0.800000011920929,11,0,1,0,NA,0,0
11110169,"xihe4",1,"xihe",0,72,1,1,1,0,1,3,2,1,100,1,NA,1,1,0,1,0,1,0,0.600000023841858,13,0,1,0,NA,0,1
11110170,"xihe4",1,"xihe",1,44,1,1,1,1,0,5,5,3,50,11,40,0,0,10,1,0,0,0,0.800000011920929,13,0.800000011920929,1,1,NA,1,0
11110171,"xihe4",1,"xihe",0,68,1,0,0,1,1,4,7,0,30,2.8,10,0,1,30,1,0,0,0,0.600000023841858,11,0,0,0,0,1,1
11110173,"xihe4",1,"xihe",0,63,1,1,0,0,1,4,1,1,100,3.3,30,0,1,100,1,0,0,1,0.400000005960464,13,0,1,0,NA,1,1
11110174,"xihe4",1,"xihe",1,51,0,1,0,0,1,4,9,0,100,9,30,1,1,100,1,0,0,1,0.400000005960464,13,0,0,0,NA,1,1
11110176,"xihe4",1,"xihe",0,58,1,0,0,1,2,4,7,2,15,2,10,0,0,30,1,0,0,0,0.200000002980232,11,0,1,1,0,1,1
11110178,"xihe4",1,"xihe",1,67,1,0,1,1,0,3,5,2,100,2.2,NA,0,1,10,1,0,0,0,0.800000011920929,11,0,1,1,0,0,0
11110180,"xihe4",1,"xihe",0,48,1,1,1,0,0,4,2,1,90,12,NA,0,0,50,1,0,1,0,0.200000002980232,13,0,1,0,NA,0,0
11110186,"xihe4",1,"xihe",1,67,1,0,1,1,0,2,4,0,90,3.5,50,0,1,40,1,0,0,0,0.200000002980232,11,0,0,0,0,1,0
11110188,"xihe4",1,"xihe",0,61,1,0,0,1,0,4,8,2,40,3.6,NA,0,0,50,1,0,0,0,0.200000002980232,11,0,1,1,0,0,0
11110192,"xihe4",1,"xihe",0,62,1,1,1,0,1,4,2,0,100,5,NA,1,0,0,1,0,0,1,0.200000002980232,13,0,0,0,NA,0,1
11110194,"xihe4",1,"xihe",0,45,1,0,1,1,2,4,4,1,35,4,NA,0,1,20,1,0,0,0,0.400000005960464,11,0,1,0,0,0,1
11110195,"xihe4",1,"xihe",0,47,1,1,0,0,0,3,5,2,40,7,NA,1,0,50,1,0,1,0,0.200000002980232,13,0,1,1,NA,0,0
11110197,"xihe4",1,"xihe",0,40,1,0,0,1,0,2,6,1,80,11.7,NA,0,1,0,1,0,0,0,0.400000005960464,11,0,1,0,0,0,0
11110199,"xihe4",1,"xihe",0,45,1,0,1,1,0,1,5,1,50,9,NA,0,0,50,1,0,0,0,0,11,0,1,0,0,0,0
11110200,"xihe4",1,"xihe",0,63,1,1,1,0,1,5,5,0,20,3,NA,0,1,0,1,0,1,0,0,13,0,0,0,NA,0,1
11110201,"xihe4",1,"xihe",0,40,0,1,1,0,0,5,3,0,90,11,NA,0,1,0,1,0,0,1,0.200000002980232,13,0,0,0,NA,0,0
11110202,"xihe4",1,"xihe",1,56,1,1,1,1,2,5,6,1,90,10,NA,0,1,0,1,0,0,0,0.400000005960464,13,0.199999988079071,1,0,NA,0,1
11110203,"xihe4",1,"xihe",0,50,1,0,0,1,0,3,7,2,70,12,NA,0,0,50,1,0,0,0,0.200000002980232,11,0,1,1,0,0,0
11110206,"xihe4",1,"xihe",0,71,1,0,0,1,1,5,11,1,100,11.2,30,1,1,50,1,0,0,0,0.200000002980232,11,0,1,0,0,1,1
11110207,"xihe4",1,"xihe",0,39,1,1,0,0,0,4,8,1,50,13,40,1,0,20,1,0,1,0,0,13,0,1,0,NA,1,0
11110209,"xihe4",1,"xihe",1,43,1,1,0,0,0,2,6,2,50,10,NA,0,0,10,1,0,1,0,0.200000002980232,13,0.399999976158142,1,1,NA,0,0
11110211,"xihe4",1,"xihe",0,62,1,1,0,1,0,5,8,1,70,9,5,0,1,20,1,0,0,0,0.400000005960464,13,0,1,0,NA,0,0
11110212,"xihe4",1,"xihe",1,65,1,0,1,1,1,5,10,0,90,10.2,NA,0,0,0,1,0,0,0,0.800000011920929,11,0.399999976158142,0,0,0,0,1
11110213,"xihe4",1,"xihe",0,36,1,1,0,1,0,5,4,1,60,3,NA,1,1,40,1,0,0,0,0.400000005960464,13,0,1,0,NA,0,0
11110214,"xihe4",1,"xihe",1,38,1,0,0,1,1,5,5,1,30,5,100,1,1,50,0,0,0,0,0.200000002980232,11,0.399999976158142,1,0,0,1,1
11110215,"xihe4",1,"xihe",0,45,1,1,1,1,0,5,3,1,40,10,5,0,1,20,1,0,0,0,0.600000023841858,13,0,1,0,NA,0,0
11110216,"xihe4",1,"xihe",0,70,1,1,0,1,1,3,6,0,100,15,60,1,0,50,1,0,0,0,0.400000005960464,13,0,0,0,NA,1,1
11110217,"xihe4",1,"xihe",0,61,1,1,0,1,0,3,8,0,90,10,10,0,1,20,1,0,0,0,0.200000002980232,13,0,0,0,NA,1,0
11110218,"xihe4",1,"xihe",1,41,1,1,1,1,0,5,4,2,60,10,40,0,0,50,1,0,0,0,1,13,0.800000011920929,1,1,NA,1,0
11110279,"xihe67",1,"xihe",0,67,1,0,0,1,0,3,2,0,80,5.5,NA,0,1,40,1,1,0,0,0.200000002980232,11,0.800000011920929,0,0,1,0,0
11110283,"xihe67",1,"xihe",0,66,1,1,1,0,0,4,10,2,40,12,30,1,0,50,1,1,0,1,0.400000005960464,13,0,1,1,NA,1,0
11110284,"xihe67",1,"xihe",0,62,1,0,0,1,0,2,6,0,30,10.8,5,1,0,20,1,1,0,0,0.200000002980232,11,0,0,0,0,1,0
11110285,"xihe67",1,"xihe",1,60,1,1,1,1,1,3,2,0,100,5,50,0,0,30,1,1,0,0,0.400000005960464,13,0,0,0,NA,1,1
11110287,"xihe67",1,"xihe",0,74,1,1,0,0,2,5,5,0,100,5,NA,1,1,20,1,1,1,0,0,13,0,0,0,NA,0,1
11110288,"xihe67",1,"xihe",0,37,1,0,0,1,1,5,6,1,100,5.4,30,0,0,50,1,1,0,0,0.200000002980232,11,0,1,0,0,1,1
11110293,"xihe67",1,"xihe",1,60,1,1,1,1,0,3,5,2,100,10,50,0,0,40,1,1,0,0,0.600000023841858,13,0,1,1,NA,1,0
11110297,"xihe67",1,"xihe",1,45,1,0,1,1,0,3,5,1,30,2.7,NA,0,0,50,1,1,0,0,1,11,0,1,0,0,0,0
11110301,"xihe67",1,"xihe",1,53,1,1,1,0,2,3,7,3,100,60,NA,0,1,20,1,1,1,0,0.600000023841858,13,0.600000023841858,1,1,NA,1,1
11110302,"xihe67",1,"xihe",0,45,1,1,0,0,1,4,4,1,40,2,NA,0,0,30,1,1,0,1,0.200000002980232,13,0,1,0,NA,0,1
11110305,"xihe67",1,"xihe",0,67,1,0,0,1,0,3,3,2,40,8.1,NA,1,1,20,1,1,0,0,0.400000005960464,11,0.399999976158142,1,1,0,0,0
11110308,"xihe67",1,"xihe",0,41,1,1,0,0,1,1,5,1,50,9,NA,1,0,40,1,1,0,1,0.400000005960464,13,0,1,0,NA,0,1
1111031,"fusheng21",1,"fusheng",0,54,1,1,0,1,0,5,4,0,100,10,10,1,0,20,0,1,0,0,0,3,0,0,0,NA,1,0
11110313,"xihe67",1,"xihe",0,42,1,0,1,1,1,2,5,1,95,19.5,NA,0,0,50,1,1,0,0,0,11,0,1,0,0,0,1
11110317,"xihe67",1,"xihe",0,59,1,1,0,0,1,3,6,1,100,30,NA,1,1,20,0,1,1,0,0.400000005960464,13,0.800000011920929,1,0,NA,1,1
11110318,"xihe67",1,"xihe",0,53,1,0,1,1,2,5,5,0,90,14,0,0,0,30,1,1,0,0,0,11,0,0,0,0,1,1
1111032,"fusheng21",1,"fusheng",1,67,1,1,1,1,2,5,2,2,60,10,NA,0,0,30,1,1,0,0,0.800000011920929,3,0,1,1,NA,NA,1
11110320,"xihe67",1,"xihe",1,57,1,0,1,1,0,4,5,1,60,12.5,NA,1,1,20,1,1,0,0,0.400000005960464,11,1,1,0,0,0,0
11110321,"xihe67",1,"xihe",0,67,1,1,1,1,0,2,8,1,100,2,50,0,0,50,1,1,0,0,0.600000023841858,13,0,1,0,NA,1,0
11110323,"xihe67",1,"xihe",0,61,1,1,1,0,0,2,4,1,100,15,30,1,0,40,1,1,0,1,0.600000023841858,13,0,1,0,NA,1,0
11110324,"xihe67",1,"xihe",0,62,0,1,0,0,2,5,18,1,15,6,NA,1,0,50,1,1,0,1,1,13,0,1,0,NA,0,1
11110326,"xihe67",1,"xihe",0,38,1,1,0,1,0,3,10,1,100,28,NA,0,0,0,1,1,0,0,0.600000023841858,13,0,1,0,NA,1,0
11110327,"xihe67",1,"xihe",0,57,1,1,0,1,1,5,2,3,30,10,NA,0,0,0,1,1,0,0,0.200000002980232,13,0,1,1,NA,0,1
11110328,"xihe67",1,"xihe",0,53,1,1,1,0,0,2,5,0,90,15,NA,0,1,20,1,1,1,0,0.200000002980232,13,0,0,0,NA,0,0
11110330,"xihe67",1,"xihe",0,44,1,1,1,0,0,2,5,1,90,20,NA,0,0,20,1,1,1,0,0.200000002980232,13,0.199999988079071,1,0,NA,1,0
11110332,"xihe67",1,"xihe",0,43,1,0,0,1,1,4,8,1,80,16.5,NA,1,0,40,1,1,0,0,0.200000002980232,11,0,1,0,0,0,1
11110338,"xihe67",1,"xihe",0,43,1,0,1,1,2,4,5,2,100,28,20,1,0,50,1,1,0,0,0.800000011920929,11,0.399999976158142,1,1,0,1,1
1111034,"fusheng21",1,"fusheng",1,74,1,0,1,1,0,2,2,1,30,0.74,90,0,0,50,1,1,0,0,NA,1,0.399999976158142,1,0,0,1,0
11110348,"xihe67",1,"xihe",0,49,1,0,1,1,1,1,5,1,70,16,10,1,1,20,1,1,0,0,0,11,0.399999976158142,1,0,0,1,1
1111035,"fusheng21",1,"fusheng",1,60,1,0,1,1,0,0,6,1,50,11,25,1,0,20,0,1,0,0,1,1,0.399999976158142,1,0,0,1,0
1111036,"fusheng21",1,"fusheng",0,56,1,0,0,1,0,1,6,1,90,13,NA,1,0,40,0,1,0,0,0.200000002980232,3,0,1,0,0,0,0
1111038,"fusheng21",1,"fusheng",1,61,1,1,1,1,0,4,13,1,30,4,NA,0,0,50,0,1,0,0,0.800000011920929,3,0,1,0,NA,0,0
1111040,"fusheng21",1,"fusheng",1,40,1,1,1,0,0,5,4,2,100,30,NA,1,0,20,0,1,0,1,0.600000023841858,3,0.199999988079071,1,1,NA,1,0
1111041,"fusheng21",1,"fusheng",0,63,1,1,1,0,0,3,3,1,70,2,NA,0,0,30,1,1,1,0,0,3,0,1,0,NA,0,0
1111042,"fusheng21",1,"fusheng",1,57,1,0,0,1,1,1,9,2,NA,1,NA,1,1,10,1,1,0,0,NA,1,0.600000023841858,1,1,1,0,1
1111045,"fusheng21",1,"fusheng",1,45,1,1,0,1,2,4,4,2,70,15,NA,0,0,50,1,1,0,0,1,3,0.200000002980232,1,1,NA,NA,1
1111049,"fusheng21",1,"fusheng",1,74,1,0,1,1,0,1,2,0,70,4.27,NA,0,1,50,1,1,0,0,1,1,0,0,0,1,0,0
1111050,"fusheng21",1,"fusheng",1,41,1,1,1,0,0,5,4,3,60,25,NA,1,1,20,0,1,1,0,0.400000005960464,3,0.399999976158142,1,1,NA,1,0
1111053,"fusheng21",1,"fusheng",0,71,1,0,0,1,2,2,14,0,20,2.3,NA,0,0,30,0,1,0,0,0,1,0.199999988079071,0,0,0,1,1
1111054,"fusheng21",1,"fusheng",1,70,1,1,0,1,3,5,7,1,40,3.8,NA,1,0,20,0,1,0,0,0.800000011920929,1,0,1,0,NA,NA,1
1111055,"fusheng21",1,"fusheng",1,76,1,1,1,1,2,4,4,1,40,5,NA,0,0,50,1,1,0,0,0.800000011920929,3,0.200000002980232,1,0,NA,NA,1
1111123,"fusheng23",1,"fusheng",1,61,1,0,1,1,2,3,5,0,60,5.49,NA,1,0,60,1,1,0,0,NA,1,1,0,0,0,0,1
1111124,"fusheng23",1,"fusheng",1,50,1,0,0,1,0,0,8,1,60,15,NA,0,1,30,1,1,0,0,NA,1,0,1,0,0,0,0
1111125,"fusheng23",1,"fusheng",1,59,1,1,1,1,0,3,7,0,80,4,NA,1,1,20,0,1,0,0,0,3,0,0,0,NA,0,0
1111126,"fusheng23",1,"fusheng",1,51,1,0,1,1,1,3,7,1,30,10,80,0,0,20,1,1,0,0,1,1,0.600000023841858,1,0,0,1,1
1111127,"fusheng23",1,"fusheng",0,52,1,1,0,0,0,5,4,1,100,8,NA,1,1,20,0,1,1,0,0.400000005960464,3,0,1,0,NA,0,0
1111128,"fusheng23",1,"fusheng",1,48,1,1,0,1,0,2,6,1,90,8,NA,0,0,50,1,1,0,0,0.200000002980232,3,0.399999976158142,1,0,NA,0,0
1111130,"fusheng23",1,"fusheng",1,64,1,0,0,1,0,2,6,2,20,4,NA,1,1,30,1,1,0,0,NA,1,0,1,1,0,1,0
1111131,"fusheng23",1,"fusheng",0,72,1,1,1,1,1,4,12,0,100,4.55,NA,0,0,50,1,1,0,0,0.400000005960464,3,0,0,0,NA,0,1
1111133,"fusheng23",1,"fusheng",1,48,1,1,0,1,4,5,7,1,NA,4.5,NA,1,1,20,0,1,0,0,1,3,0,1,0,NA,0,1
1111136,"fusheng23",1,"fusheng",0,56,1,1,0,1,0,1,7,1,90,5,50,0,0,30,0,1,0,0,0,3,0.399999976158142,1,0,NA,1,0
1111140,"fusheng23",1,"fusheng",1,65,1,1,1,0,0,4,6,2,100,4.5,NA,1,1,20,1,1,1,0,0,3,0,1,1,NA,NA,0
1111144,"fusheng23",1,"fusheng",1,45,1,1,1,0,0,4,4,1,90,7.5,NA,0,0,50,1,1,1,0,0.200000002980232,3,0,1,0,NA,0,0
1111146,"fusheng23",1,"fusheng",0,43,1,1,0,0,0,3,5,2,80,3,NA,1,1,40,0,1,1,0,0.400000005960464,3,0,1,1,NA,0,0
1111147,"fusheng23",1,"fusheng",1,46,1,0,1,1,2,2,4,1,30,4.4,50,0,0,20,1,1,0,0,1,1,0,1,0,0,1,1
1111148,"fusheng23",1,"fusheng",1,62,1,1,0,0,0,1,2,1,100,2.73,30,0,0,20,1,1,0,1,0.800000011920929,3,0,1,0,NA,1,0
1111151,"fusheng31",1,"fusheng",0,43,1,0,0,1,0,1,3,1,80,14.8,NA,0,0,30,1,1,0,0,0,2,0,1,0,0,0,0
1111154,"fusheng31",1,"fusheng",1,62,1,1,0,1,0,3,6,1,60,5.88,NA,1,1,30,1,1,0,0,0.400000005960464,6,0.199999988079071,1,0,NA,0,0
1111155,"fusheng31",1,"fusheng",0,53,1,1,1,0,0,3,4,1,100,8,NA,0,0,50,1,1,1,0,0,6,0.399999976158142,1,0,NA,0,0
1111161,"fusheng31",1,"fusheng",1,56,1,0,0,1,0,5,7,1,100,5.8,30,1,1,40,0,1,0,0,0.200000002980232,2,0.399999976158142,1,0,0,1,0
1111162,"fusheng31",1,"fusheng",1,60,1,0,0,1,0,5,6,1,90,8.5,20,0,1,0,0,1,0,0,NA,2,0,1,0,0,1,0
1111163,"fusheng31",1,"fusheng",1,60,1,0,0,1,0,4,5,1,90,5,30,1,1,20,0,1,0,0,0.600000023841858,2,1,1,0,0,1,0
1111164,"fusheng31",1,"fusheng",1,54,1,0,1,1,0,5,4,1,100,4.1,NA,0,0,30,1,1,0,0,0.600000023841858,2,0.399999976158142,1,0,0,0,0
1111165,"fusheng31",1,"fusheng",1,53,1,0,0,1,0,5,4,1,100,4.1,50,1,0,20,1,1,0,0,0,2,0,1,0,1,1,0
1111166,"fusheng31",1,"fusheng",1,44,1,1,0,0,1,3,4,2,100,4.1,10,0,0,50,1,1,1,0,1,6,0,1,1,NA,1,1
1111169,"fusheng31",1,"fusheng",1,73,1,0,1,1,1,5,4,2,100,5.8,70,1,0,30,1,1,0,0,0.200000002980232,2,0,1,1,1,1,1
1111170,"fusheng31",1,"fusheng",1,60,1,1,0,1,0,3,6,1,20,6,30,0,0,50,1,1,0,0,0.600000023841858,6,0,1,0,NA,1,0
1111171,"fusheng31",1,"fusheng",0,71,1,1,1,1,0,4,12,4,100,14,30,1,1,0,1,1,0,0,0,6,0,1,1,NA,1,0
1111174,"fusheng31",1,"fusheng",1,44,1,1,0,1,1,5,6,1,90,17,30,1,0,20,1,1,0,0,0.600000023841858,6,0,1,0,NA,1,1
1111175,"fusheng31",1,"fusheng",0,50,1,0,1,1,2,4,4,1,80,5.3,30,0,0,50,0,1,0,0,0,2,0.199999988079071,1,0,0,1,1
1111176,"fusheng31",1,"fusheng",1,59,1,1,1,0,1,4,6,1,70,5,NA,0,0,40,0,1,1,0,0,6,0,1,0,NA,0,1
1111177,"fusheng31",1,"fusheng",1,47,1,1,1,1,1,5,5,1,100,9,50,0,0,50,0,1,0,0,1,6,0.199999988079071,1,0,NA,1,1
1111178,"fusheng31",1,"fusheng",1,77,1,1,0,1,0,2,6,1,100,14.2,NA,1,1,30,1,1,0,0,0.600000023841858,6,0.199999988079071,1,0,NA,0,0
1111179,"fusheng31",1,"fusheng",0,34,1,1,0,0,0,5,10,2,NA,5,60,0,0,30,1,1,0,1,0.200000002980232,6,0,1,1,NA,1,0
1111184,"fusheng31",1,"fusheng",1,43,1,0,1,1,2,4,4,2,40,5,10,1,0,10,1,1,0,0,0.200000002980232,2,1,1,1,0,1,1
1111185,"fusheng31",1,"fusheng",1,65,1,0,1,1,1,4,6,1,25,6.5,30,0,0,50,1,1,0,0,0.800000011920929,2,0,1,0,0,1,1
1111186,"fusheng31",1,"fusheng",0,61,1,1,1,1,2,4,5,1,60,4,NA,1,1,30,1,1,0,0,0.600000023841858,6,0,1,0,NA,0,1
1111187,"fusheng31",1,"fusheng",1,45,1,0,0,1,3,4,5,3,80,32,NA,0,0,50,1,1,0,0,0.200000002980232,2,1,1,1,0,0,1
1111190,"fusheng31",1,"fusheng",1,70,1,0,0,1,2,2,6,0,80,20,NA,1,0,20,1,1,0,0,NA,2,0,0,0,1,0,1
1111191,"fusheng31",1,"fusheng",0,43,0,0,0,1,1,3,5,0,60,5.93,NA,0,0,30,1,1,0,0,0,2,0.199999988079071,0,0,NA,0,1
1111194,"fusheng31",1,"fusheng",1,54,1,0,1,1,0,5,5,1,100,6,20,1,0,20,1,1,0,0,0,2,0,1,0,0,1,0
1111196,"fusheng31",1,"fusheng",0,46,1,1,0,0,1,4,4,1,NA,6.3,40,0,0,50,1,1,0,1,0.400000005960464,6,0,1,0,NA,1,1
1111197,"fusheng31",1,"fusheng",0,41,1,0,1,1,0,4,4,2,60,3.8,NA,1,0,40,1,1,0,0,0,2,0,1,1,0,0,0
11112001,"minzhu1",1,"minzhu",1,40,1,1,0,1,0,5,5,1,13,2,60,0,0,30,1,0,0,0,0.600000023841858,19,0,1,0,NA,1,0
11112002,"minzhu1",1,"minzhu",0,59,1,0,0,1,0,5,4,NA,65,8,10,0,1,15,1,0,0,0,0.200000002980232,15,0,NA,0,0,1,0
11112006,"minzhu1",1,"minzhu",0,54,1,0,0,1,0,3,3,2,40,14,NA,0,0,20,1,0,0,0,0.200000002980232,15,0,1,1,0,0,0
1111201,"fusheng31",1,"fusheng",0,58,1,1,1,1,2,5,4,0,60,1.5,NA,0,0,30,1,1,0,0,0.600000023841858,6,0,0,0,NA,0,1
11112010,"minzhu1",1,"minzhu",0,47,1,1,0,0,1,4,5,3,30,9,NA,0,0,50,1,0,1,0,0.600000023841858,19,0,1,1,NA,0,1
11112011,"minzhu1",1,"minzhu",0,41,1,1,0,1,1,5,5,1,80,11,50,0,1,20,1,0,0,0,0.200000002980232,19,0,1,0,NA,1,1
11112012,"minzhu1",1,"minzhu",0,66,1,0,1,1,1,4,2,1,40,1.3,NA,1,1,30,1,0,0,0,0.800000011920929,15,0,1,0,0,0,1
11112015,"minzhu1",1,"minzhu",1,34,1,0,1,1,1,3,4,2,100,13,NA,0,0,0,1,0,0,0,0.800000011920929,15,0.600000023841858,1,1,0,0,1
11112016,"minzhu1",1,"minzhu",0,63,1,1,1,0,0,4,7,1,100,13,30,0,1,40,1,0,0,1,1,19,0,1,0,NA,1,0
11112019,"minzhu1",1,"minzhu",0,44,1,0,0,1,0,5,6,2,100,9,NA,0,1,50,1,0,0,0,0,15,0,1,1,0,0,0
1111202,"fusheng31",1,"fusheng",1,53,1,0,1,1,2,3,10,1,100,8,20,1,0,20,1,1,0,0,0.200000002980232,2,0,1,0,0,1,1
11112020,"minzhu1",1,"minzhu",0,42,1,1,0,0,1,4,5,NA,80,6,NA,1,1,20,1,0,0,1,0.200000002980232,19,0,NA,0,NA,0,1
11112023,"minzhu1",1,"minzhu",0,36,1,0,0,1,0,2,4,1,100,6,NA,0,1,20,0,0,0,0,0.600000023841858,15,0,1,0,0,0,0
11112025,"minzhu1",1,"minzhu",1,42,1,0,1,1,0,5,5,3,100,10,NA,0,0,30,1,0,0,0,1,15,0.399999976158142,1,1,0,0,0
11112027,"minzhu1",1,"minzhu",0,42,1,1,1,1,0,4,4,0,90,12,NA,0,1,40,1,0,0,0,0.400000005960464,19,0.399999976158142,0,0,NA,0,0
1111203,"fusheng31",1,"fusheng",0,49,1,1,1,1,0,4,5,1,90,12,30,0,0,30,1,1,0,0,1,6,0,1,0,NA,1,0
11112030,"minzhu1",1,"minzhu",0,53,1,0,1,1,1,4,8,1,80,16,NA,0,0,50,1,0,0,0,0.800000011920929,15,0,1,0,0,0,1
11112032,"minzhu1",1,"minzhu",0,67,1,1,0,0,0,3,12,NA,13,2,15,0,1,20,1,0,1,0,0,19,0,NA,0,NA,1,0
