"","V1","V2","V3","V4","V5"
"1",7.28659629375556,10.291415833405,4.40989084037146,18.6713739268156,25.8056747459876
"2",7.25189420379661,10.2957663956057,4.35095560043331,9.12814504280774,10.7811384440472
"3",5.50326789034974,7.65869350157321,3.28234067270749,9.07932321139334,10.696710498842
"4",6.91344250261665,9.73987842990723,4.05031781411118,10.925680070466,14.9126893879229
"5",7.35512896661907,10.7868465181208,4.43860584200481,11.6597790381675,15.1736134561277
"6",7.06896338321629,9.97274174047535,4.24859558398016,12.8621048204891,12.143611275797
"7",7.1770605619047,9.80349903559716,4.14665549180378,11.1022734069111,17.6388323637626
"8",6.87465365064093,9.26210223135127,3.7043011574005,14.3565018737964,15.6821163233525
"9",7.023839225673,9.80736310127314,4.17841359646662,16.7760063428009,13.7448167840641
"10",7.30692181757261,10.4184793490351,4.36761039775998,8.13075698305968,11.9917102241135
"11",4.81937923215008,6.79643834085007,2.83592356964343,9.70231106331915,11.1119885893244
"12",7.53407801150669,10.5135203289437,4.43004376532772,11.7244385520552,11.3218396470852
"13",6.32864854621243,8.764255508397,3.56102875366385,12.7094371578422,18.5963686514992
"14",6.02498072117263,8.55344566277201,3.47002631591237,21.2324838914774,14.9644872866437
"15",6.59816059003913,9.08641918883337,3.90839180899305,12.1672327803421,11.3595803442349
"16",7.85653697279784,11.1646330684114,4.59581258342602,12.6120881259396,11.8980087608874
"17",6.63731346102364,9.30591064220232,3.87227814764647,10.1434309297585,6.25461901330518
"18",6.82548386921353,10.1952608733919,4.4011190072025,14.2330053728362,12.5161076270677
"19",6.8401475577039,9.66642088169064,4.0201606295509,11.4163497125612,14.8973608355548
"20",9.25603050776229,12.7930329397343,5.26222225082606,14.6629721289716,15.2528515914114
"21",6.29637445573417,8.46259424972508,3.50707401856692,13.4968628432243,8.90678117098869
"22",5.9970396858301,8.26339059226361,3.37021440233696,6.19830219445134,8.5873132203632
"23",8.39823777733844,11.3441775090755,4.76257346765068,17.7208764009189,21.6151505662714
"24",8.92615169522457,12.7288221149124,5.36300806121676,19.4805333512084,20.0189989247572
"25",6.88189213821266,9.68458738934534,3.97846070991975,14.4597637443189,11.5225062699265
"26",6.04120281321653,8.87595119886613,3.69455221669735,28.6631653327503,21.9148437064014
"27",7.48223075624027,10.6085560813406,4.35847613809577,16.9642482080387,13.8718640612019
"28",8.69374517245243,12.287405139637,5.19187790378372,16.0966115866117,21.0637704071519
"29",9.24044994029395,13.1680948270009,5.48331187502972,15.1102261705977,15.3635373620142
"30",6.41389041391996,8.92253351671623,3.72422765483719,7.92795679141909,9.13671225272091
"31",7.18306116661497,10.1059061283769,4.34130944602897,11.4906615499136,5.63134299409373
"32",6.3684168594882,9.3808267159457,3.89665013549816,10.3594740720578,12.014340359042
"33",7.53685722246724,10.2898228681105,4.29187597506554,10.615148995788,18.4373752651209
"34",7.62758669486405,10.6356723297971,4.44442672765671,12.1168652072077,15.9836858157802
"35",5.58746663203739,7.71764433372245,3.16152910916176,5.70842069479147,7.32630362647293
"36",6.76716757082363,9.41348527990685,3.98873444414944,7.37041831463891,12.639276148869
"37",5.88480451033078,8.20747370350001,3.40761256992463,7.67015364945582,6.43806948947473
"38",8.48097854800597,11.8677198618725,4.84208467784599,16.5757434090036,18.5308676151919
"39",7.72657091007005,10.8980028309927,4.63671620048619,21.3111337632585,19.8437174824
"40",7.77151216857879,10.7130581480213,4.50942094744394,13.0787279646062,15.1249358987685
